Source,ownership,Region,Name,Country,address,City and Region,State,description,Simple Category,Full Category,E-mail,Website,Phone,Facebook,Lat,Long,Tools,Short blurb (NULL),Fablabs url (NULL),wiki_hackerspaces,Status,Flickr,YouTube,Ustream,Mailinglist,Last Updated,Open to Exchanges?,IRC,Date of founding,Number of members,Wiki,Twitter,GooglePlus / Facebook,Membership fee,Jabber,Open to Residencies?,City,State or District,"meetup, Eventbrite",Size of rooms,Original Long lat or degrees,,g_Address,g_LatLng,g_Icon,g_Id,g_Place_Id,g_Name,,g_Rating,g_Types,open_CONTACT FIRST NAME,open_CONTACT SURNAME,open_CONTACT POSITION,IMAGE URL,FUNCTION,THEME,FORM,FOCUS,SUBMITTER FIRST NAME,SUBMITTER SURNAME,SUBMITTER EMAIL,SUBMITTER ORGANISATION,ADDRESS 1,ADDRESS 2,ADDRESS 3,Address 4,POSTCODE,address_open,description_open,Full Category_open,Lat_open,Long_open,faire_category,faire_annual,faire_name,faire_year,faire_event_type,faire_event_start_date,,giz_impact
Ananse,,Africa,Great Kosa Suaye Technological Centre (workshop of Apostle Safo Kantanka),Ghana,Gomoa Mpota village along Kasoa-Winneba road,"Gomoa Mpota, Central Region",,"Apostle Safo sees before him an 
 opportunity to improve a process and to create a device or object that
  will facilitate, improves or aid something or someone else. For him, 
 technology is the evolution of ideas and that is exactly what he is 
 doing to bring comfort and freedom to his society. 
  For most of human history, 
 technology was mainly the province of craftmen who passed their 
 know-how down from generation to generation; gradually improving 
 designs and adding new techniques and materials. Today, technology has
  become a large scale enterprise that depended on a large stores of 
 know-how that has become too large for one society to master. 
  Like every human being, Apostle 
 Safo was gifted with a sizeable brain and favourable thumbs which 
 afford him a near unique ability to make real the innovations that he 
 imagines. He has a unique inspiration and remit his creativity and 
 notion to express his ideas into something real and tangible.
  Realising that technology has 
 changed the social system of humans and their behavioral patterns and 
 still increasing the rapidness of research and development of 
 societies, he is of the view that, if Africa should invest in 
 technolgical innovations, poverty will be a thing of the past. Modern technology has come to represent the means by which 
 people seek to transform their culture and advance to modernity. 
 Africa and for that matter our traditional cultures have embraced them
  into our world-view. We have adopted the products of western 
 technology both into our way of life as well as our mode of thought. 
 So why are we reluctant to contribute to it?
  At Gomoa Mpota in the Central 
 region of Ghana, Great Kosa Suaye Technology Centre has embarked on a 
 lot of technological innovativeness. Call it engineering or 
 re-engineering, designing or redesigning, invention or re-invention, 
 there is still enough reason to buttress this course.
 
  
 
  The Centre has the following departments :
 
   
 
  £ 
 
  £ Foundry and Pattern Development
 
  £ Plant Medicine 
  £ Building and Construction
  £ Mechanical and Automobile
  £ Radio and Transmission",Appropriate Technology,"Appropriate Technology Facilities, Hackerspaces, business incubator",info@kantanka.com,http://www.kantanka.com/technologycentre.html,Tel: Tel: +233(0)21-403598 / Tel: +233 (0) 20 81 30 736,<http://www.aljazeera.com/news/africa/2014/08/ghana-talented-but-ignored-inventors-2014823191921173432.html> <http://africarm.org/publications/inventions-list/> <http://www.modernghana.com/news/509451/1/living-tomorrow-in-the-kristo-asafo-kingdom.html>,5.44,-0.61,,,,,,,,,,,,,,,,,,,,,,,,,"Gomoa Mpota village along Kasoa-Winneba road, Gomoa Mpota, Central Region, Ghana",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ananse,Government,India,"Integrated Rural Technology Centre (IRTC), Mundur, Palakkad",India,,Mundur,Kerala,,Appropriate Technology,appropriate tech,,http://irtc.org.in/,,,10.831652,76.593699,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mundur, Palakkad, Kerala 678592, India","10.831652, 76.593699",https://maps.gstatic.com/mapfiles/place_api/icons/school-71.png,f68b4da844cd8fd7d60fc89318f411028366957c,ChIJVTpBEPhwqDsRKZbZacp7dyg,IRTC - Integrated Rural Technology Centre,,,"[u'food', u'point_of_interest', u'establishment']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ananse,,Africa,International Development Design Summit,International,,International,,"The International Development Design Summit is an intense, hands-on design 
 experience that brings together people from all over the world and all 
 walks of life to create technologies and enterprises that improve the 
 lives of people living in poverty. Unlike most academic conferences, we 
 emphasize the development of prototypes, not papers and proceedings.In
  moving the technologies on the path from idea to implementation to 
 impact we aim to create real ventures, not just business plans. IDDS is 
 part of the revolution in design that aims to encourage, promote, and 
 build more research and development resources that focus on the needs of
  the world_s poor. We draw inspiration from several current models of 
 innovation, design and community empowerment: co-creation, 
 cross-disciplinary collaborations and crowd sourcing.
 
 IDDS is a function of the International 
 Development Innovation Network (IDIN), a consortium of institutions 
 including Massachusetts Institute of Technology, Olin College of 
 Engineering, Colorado State University, University of California in 
 Davis, University of Sao Paulo in Brasil, KNUST in Ghana, and NTBC in 
 Zambia. IDIN is sponsored by the Higher Education Solutions Network 
 (HESN), a USAID initiative to improve science, technology, and innovation.",Appropriate Technology,"Appropriate Technology Facilities, University Tech Labs, Distributed Community","idds-info@mit.edu, rethink-relief-info@mit.edu, idds-tanzania-info@mit.edu",http://iddsummit.org,,,38.749689,-90.372133,,,,,,,,,,,,,,,,,,,,,,,,,", International, International",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ananse,,SEA,ITU Hub in Pakistan,Pakistan,"Arfa Software Technology Park, Ferozepur Road, Lahore",Lahore,,,Appropriate Technology,Appropriate Tech,,http://itu.edu.pk/research/innovations-for-poverty-alleviation-lab/,,,31.47943,74.34193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AWB,Self-owned by a Not-For-Profit / NGO / Community-Run Organization,India,Jaipur Foot Institute,India,"Head office: Bhagwan Mahaveer Viklang Sahayata Samiti 
 
 13-A, Guru Nanak Path Near St. Anslem School 
 
 Malviya Nagar, Jaipur-302017, Rajasthan, India",Jaipur,Rajasthan,"The vision of Bhagwan Mahaveer Viklang Sahayata Samiti (BMVSS) is
 to ensure the physical, economic and social rehabilitation of the 
 disabled, to enable them to regain their mobility and dignity and become
 self-respecting and productive members of society, ie, in short, 
 restoring the glory of life.
 Mission 
 The mission of Bhagwan Mahaveer Viklang Sahayata Samiti (BMVSS) is to:
 
 
 
 Provide prosthetics or artificial limbs, calipers and other physical aids and appliances, free of charge,
 to as many disabled people as possible through its centres, outreach 
 programmes and rehabilitation camps, both in India and abroad.
 Provide economic support for livelihood (on selective basis) as an anti-poverty programme.
 Undertake in-house or collaborative research for the improved quality and lower cost of aids and appliances.",Appropriate Technology,appropriate tech,"bmvssjpr@datainfosys.net, bmvssjpr@yahoo.com, drmehta.jaipurfoot@yahoo.com",http://jaipurfoot.org/,"DR Mehta, Founder and Chief Patron 
 Tel: 91-0141-2520485 / 2522406 / 2523103 / 4001519 
 
 Mob.: 09314566665",,26.858235,75.814202,,,,,,,,,,,,,,,,,,,,,,,,,,,"Guru Nanak Path Near St. Anslem School 
 
 Malviya Nagar, Jaipur-302017, Rajasthan, India",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabi Agustini,,,LabCeu Campo Largo,Brazil,"Rua Professor Ovidio Jorge Nogueira, bairro Jardim Melyane _ Campo Largo (PR).","Campo Largo, ParanÛ",Brazil,"Part of the program Sensitive Cities conducted by the Federal University of Pernambuco (UFPE ), through InCiti - Research and Innovation for Cities, in partnership with the Brazilian Ministry of Culture, the program 's mission is to promote citizenship through social and technological inclusion.",Appropriate Technology,Public Center,,http://culturadigital.br/labceus/,,,-25.479245,-49.569248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabi Agustini,,,LabCeu Colatina,Brazil,Rua Pardal _ S/n -Bairro Columbia _ Colatina,"Colatina, Espirito Santo",Brazil,"Part of the program Sensitive Cities conducted by the Federal University of Pernambuco (UFPE ), through InCiti - Research and Innovation for Cities, in partnership with the Brazilian Ministry of Culture, the program 's mission is to promote citizenship through social and technological inclusion.",Appropriate Technology,Public Center,,http://culturadigital.br/labceus/,,,-19.523078,-40.702385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabi Agustini,,,LabCeu Erechim,Brazil,"Rua Santa BÛrbara, bairro Progresso, Erechim (RS)","Erechim, Rio Grande do Sul",Brazil,"Part of the program Sensitive Cities conducted by the Federal University of Pernambuco (UFPE ), through InCiti - Research and Innovation for Cities, in partnership with the Brazilian Ministry of Culture, the program 's mission is to promote citizenship through social and technological inclusion.",Appropriate Technology,Public Center,,http://culturadigital.br/labceus/,,,-27.662045,-52.259433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabi Agustini,,,LAbCeu çguas Lindas de GoiÛs,Brazil,Parque da Barragem _ Lote 01-A AV-5 _ Setor 8 _ çguas Lindas de GoiÛs _ GO,"çguas Lindas de GoiÛs, GoiÛs",Brazil,"Part of the program Sensitive Cities conducted by the Federal University of Pernambuco (UFPE ), through InCiti - Research and Innovation for Cities, in partnership with the Brazilian Ministry of Culture, the program 's mission is to promote citizenship through social and technological inclusion.",Appropriate Technology,Public Center,,http://culturadigital.br/labceus/,,,-15.762195,-48.28205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabi Agustini,,,LabCeu Horizonte,Brazil,"Rua Pedro Montenegro, Jardim Santa Marta _ Sertaozinho (SP) _ 141654.","Horizonte, Sao Paulo",Brazil,"Part of the program Sensitive Cities conducted by the Federal University of Pernambuco (UFPE ), through InCiti - Research and Innovation for Cities, in partnership with the Brazilian Ministry of Culture, the program 's mission is to promote citizenship through social and technological inclusion.",Appropriate Technology,Public Center,,http://culturadigital.br/labceus/,,,-23.55052,-46.633309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabi Agustini,,,LabCeu Luis Eduardo de Magalhaes,Brazil,"Rua Jequi_, n_ 1.066, bairro Santa Cruz, Luis Eduardo Magalhaes (BA)","Luiz Eduardo Magalhaes, Bahia",Brazil,"Part of the program Sensitive Cities conducted by the Federal University of Pernambuco (UFPE ), through InCiti - Research and Innovation for Cities, in partnership with the Brazilian Ministry of Culture, the program 's mission is to promote citizenship through social and technological inclusion.",Appropriate Technology,Public Center,,http://culturadigital.br/labceus/,,,-12.107963,-45.799807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabi Agustini,,,LabCeu Petrolina,Brazil,"Rua 11, S/N, bairro Rio Corrente _ Petrolina (PE)","Petrolina, Pernambuco",Brazil,"Part of the program Sensitive Cities conducted by the Federal University of Pernambuco (UFPE ), through InCiti - Research and Innovation for Cities, in partnership with the Brazilian Ministry of Culture, the program 's mission is to promote citizenship through social and technological inclusion.",Appropriate Technology,Public Center,,http://culturadigital.br/labceus/,,,-9.40085,-40.545051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabi Agustini,,,LabCeu Sao F_lix do Xingu,Brazil,"Avenida Xingu,Bairro Vila de Nereu, Sao F_lix do Xingu (PA)","Sao F_lix do Xingu, ParÛ",Brazil,"Part of the program Sensitive Cities conducted by the Federal University of Pernambuco (UFPE ), through InCiti - Research and Innovation for Cities, in partnership with the Brazilian Ministry of Culture, the program 's mission is to promote citizenship through social and technological inclusion.",Appropriate Technology,Public Center,,http://culturadigital.br/labceus/,,,-6.641369,-51.982534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabi Agustini,,,LabCeu Sertaozinho,Brazil,"Rua Baturit_, 1943 _ Mangueiral, Horizonte (CE), 62880-000","Sertaozinho, Sao Paulo",Brazil,"Part of the program Sensitive Cities conducted by the Federal University of Pernambuco (UFPE ), through InCiti - Research and Innovation for Cities, in partnership with the Brazilian Ministry of Culture, the program 's mission is to promote citizenship through social and technological inclusion.",Appropriate Technology,Public Center,,http://culturadigital.br/labceus/,,,-4.09358,-38.486713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabi Agustini,,,LabCeu Sete Lagoas,Brazil,Rua Regina Augusta Pontelo 500 _ Bairro Jardim dos Pequis _ Belo Vale 2,"Sete Lagoas, Minas Gerais",Brazil,"Part of the program Sensitive Cities conducted by the Federal University of Pernambuco (UFPE ), through InCiti - Research and Innovation for Cities, in partnership with the Brazilian Ministry of Culture, the program 's mission is to promote citizenship through social and technological inclusion.",Appropriate Technology,Public Center,,http://culturadigital.br/labceus/,,,-19.45738,-44.241669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabi Agustini,,,MetaReciclagem,Brazil,virtual,Brazil,,,Appropriate Technology,Virtual/Distributed Community,,http://rede.metareciclagem.org/,,,,,,,,https://pt.wikipedia.org/wiki/MetaReciclagem,,,,,,,,,,,,,,,,,,,,,,,virtual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ananse,,Africa,Mobility Care (Wheelchair Manufacturing/Innovation Center),Tanzania,,Arusha,,"History
  The technicians of MobilityCare have 
  been making wheelchairs in Tanzania since 2003. Several development 
  organisations helped set up the company. Despite starting with limited 
  means MobilityCare has grown into a successful organisation. Today we 
  work in a well-equipped workshop. Since 2005 MobilityCare operates as a
  fully self-supporting business.
  Philosophy
  Importing wheelchairs can create 
  problems.... there is a lack of back-up service and spares are often 
  hard to obtain. Additionally, importing makes people dependent on 
  donations and puts nothing into the local economy. In fact, it works 
  against development. 
  To overcome this, MobilityCare uses
  the capacity of local people, and locally available materials to 
  provide a durable solution for disabled people in Africa.
  Products
  MobilityCare offers a range of 
  thoroughly tested models to perform in the harsh African environment. 
  All wheelchairs are made by local crafts people from locally available 
  materials. It makes repairs easy and keeps the costs down.",Appropriate Technology,"Hackerspaces, appropriate Technology Facility",mobilitycare@wheelchairs.co.tz,http://www.wheelchairs.co.tz/,Tel: +255 784 203133,,-3.372301,36.694414,,,,,,,,,,,,,,,,,,,,,,,,,", Arusha, Tanzania",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ananse,,SEA,Nepal Communitere,Nepal,"Pulchowk Rd, Patan 44700, Nepal",Patan,,,Appropriate Technology,Appropriate Tech,,http://nepal.communitere.org/,,,27.6815423,85.3142989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ananse,,Africa,Nubialin,Egypt,"Elephantine Island, Aswan","Aswan, Upper Egypt",,"NUBIALIN is an experiment in good living. An exploration between 
 communities and cultures. To try and answer the following questions 
 through actions and prototyping:
 How can we live well and free without harming the environment?
 How can we do this in a way that is accessible to everybody regardless of educational or social background?
 NUBIALIN is not about dogma, it's about creating a life so good that others are inspired to copy, and are able to do so. 
 Join Us.
 
 Nubialin is located on Elephantine Island (a Nubian Village), in 
 Aswan. Nubialin seeks to combine the creative energy and diversity of 
 Berlin, with the Community Spirit and traditions of the Nubian Host 
 community. To explore what happens when both worlds meet from a 
 perspective of respect, to Mutually Develop the community in a sustainable manner that improves and enhances the lives of all involved.
 Nubialin is home to many projects and spaces, we do not seek to limit them, but they are guided by the following principles.
 Share
 
 Everybody has something to learn and something to teach
 
 Do something positive",Appropriate Technology,"hackerspace, tech hub, appropriate technology",,http://nubialin.wordpress.com/,,http://www.27months.com/2014/04/prototyping-the-future-on-elephantine-island/ <https://www.facebook.com/pages/Nubialin/1417006255236001?sk=timeline>,24.0903465,32.8877107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anna,,,Organizmo,Colombia,"Tenjo, Vereda de Juaica km 3.5. Via Tabio-Tenjo",Vereda de Juaica km 3.5. Via Tabio-Tenjo,,,Appropriate Technology,appropriate tech,,http://www.organizmo.org/,,,4.9116,-74.1394,,,,,,,,,,,,,,,,,,,,,,,,,"-5_ 30' 36"", -47_ 26' 26""","-74.1394,4.9116",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AWB new from instructables list,,India,Pearl Academy,India,"SP-38A, RIICO Industrial Area, Delhi Road, Kukas, Jaipur, INDIA 302028",Jaipur,Rajasthan,"SIDE is an organic community space for learners, educators, and practitioners from all disciplines.
 
 It is an initiative of Pearl Academy. SIDE is located on the Pearl campus in Kukas, a peri-urban area of Jaipur City.
 
 
 Utilizing collaborative and participatory models SIDE seeks to develop a
 critical understanding of contemporary through the accessible and 
 effective lens of ""Work"". Further enquiring through categories of 
 ""Failure and Productivity"", ""Body and Worker"", and ""Histories of 
 Contemporary.""
 
 SIDE is organized in a way that learners form 
 organic connections with resident practitioners. We engage with learners
 in different roles as apprentices, participants as well as organizers 
 for different programs.
 
 SIDE will be hosting practitioners for 
 2-8 week long national & international residencies, workshops, 
 research fellowships, publications, and other activities will be 
 organized in the coming year.
 
 
 TEAM
 Agat Sharma
 Vidisha Saini
 Tushar Gupta",Appropriate Technology,Communuity space,side@pearlacademy.com,http://side.pearlacademy.com/filter/RESIDENCY/ABOUT,,https://www.facebook.com/sideprojectside/info?tab=page_info,27.030765,75.896666,,"SIDE is an organic community space for learners, educators, and practitioners from all disciplines.",,,,,,,,,,,,,,,,,,,,,,,,,"SP-38A, RIICO Industrial Area, Delhi Road, Kukas, Jaipur, INDIA 302028",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
