Source,"Changed, corrected",Region,Name,Country,address,City and Region,State,description,Category,Full Category,E-mail,Website,Phone,Facebook,Degrees,Long,Lat,Tools,Short blurb (NULL),Fablabs url (NULL),wiki_hackerspaces,Status,Flickr,YouTube,Ustream,Mailinglist,Last Updated,Open to Exchanges?,IRC,Date of founding,Number of members,Wiki,Twitter,GooglePlus,Membership fee,Jabber,Open to Residencies?,City,State or District,"meetup, Eventbrite",Size of rooms,Original Long lat or degrees,,g_Address,g_LatLng,g_Icon,g_Id,g_Place_Id,g_Name,g_Hours,g_Rating,g_Types,State
Hackerspaces.org,,USA,Ventureforge,USA,Traverse City,"Traverse City, Michigan", Michigan,This hackerspace is non existent.  I have tried many times to call or email the contacts listed but never received a response.,Makerspace/Hackerspace,,,http://ventureforge.org/,,http://www.facebook.com/pages/Ventureforge/156120857754458?v=wall,,-85.6206,44.7628,,,,https://wiki.hackerspaces.org/Ventureforge,planned,,,,,40931,,,40424,1,,,,$65 USD / Month;,,,Traverse City,Michigan,,,"44_ 45' 46"", -85_ 37' 14""",,,,,,,,,,, Michigan
Hackerspaces.org,,USA,Tracy CA Hacker Space,USA,Tracy,"Tracy, California", California,,Makerspace/Hackerspace,,wardsh@comcast.net,,209-612-2057,,,-121.425,37.7394,"CNC, 3D Printer, Drill Press, Lathe, Air Compressor, Welder",,,https://wiki.hackerspaces.org/Tracy_CA_Hacker_Space,planned,,,,,41462,,,,2,,,,No fees are currently set.,,,Tracy,California,,,"37_ 44' 22"", -121_ 25' 30""",,"4799 Shattuck Ave, Oakland, CA 94609, United States","37.835004, -122.264125",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,d5a0191e68c1d1c9be73bf9d91405a605e0495db,ChIJNazAD62Aj4ARs1yRjm9-RKg,Sudo Room,,,"[u'point_of_interest', u'establishment']", California
Makerspace.com,,USA,Maker Depot,USA,"Totowa, NJ","Totowa, NJ", NJ,,Makerspace/Hackerspace,,,Maker Depot,,,,-74.2371,40.9097,,,,,,,,,,,,,,,,,,,,,,,,,,,"60 Commerce Way, Totowa, NJ 07512, United States","40.90967, -74.2371289",https://maps.gstatic.com/mapfiles/place_api/icons/school-71.png,4da5f71aea999b098082feb7fc2a23cac1520d15,ChIJ61wkIh4Cw4kRBVLX2xkrDIw,Maker Depot,,,"[u'general_contractor', u'point_of_interest', u'establishment']", NJ
Hackerspaces.org,,USA,Ad Astra Labs,USA,Topeka,"Topeka, Kansas", Kansas,We have just opened up to purchasing memberships for the space. Negotiations are in progress for a building and should be finalized soon.,Makerspace/Hackerspace,,,http://www.adastralabs.org/,,https://www.facebook.com/groups/adastralabs/,,-95.6722,39.0522,,,,https://wiki.hackerspaces.org/Ad_Astra_Labs,building,,,,https://groups.google.com/forum/?fromgroups#!forum/topeka-hackerspace,42036,,irc://irc.freenode.net/#adastralabs,41000,6,http://wiki.adastralabs.org,,,"$30 monthly (USD)$300 yearly (USD)",,,Topeka,Kansas,,,"39_ 3' 8"", -95_ 40' 20""",,,,,,,,,,, Kansas
Instructables Competition list,,USA,Odyssey Academy,USA,Texas,Texas,,,"Makerspace/Hackerspace, Fab Lab",,,tinyurl.com/odysseyacademy,,,,-94.8293,29.2756,,,,,,,,,,,,,,,,,,,,,,,,,,,"2412 61st St, Galveston, TX 77551, United States","29.2755975, -94.8292792",https://maps.gstatic.com/mapfiles/place_api/icons/school-71.png,99938877b31d7eba1c625f2e9a44311a836d5a3d,ChIJ4Vf_NDacP4YRLEEbijOvxuw,Odyssey Academy,,,"[u'school', u'point_of_interest', u'establishment']",
Hackerspaces.org,,USA,ONSP,USA,Tempe,"Tempe, Arizona", Arizona,,Makerspace/Hackerspace,,,,,,,-111.917,33.4056,,,,https://wiki.hackerspaces.org/ONSP,building,,,,,40567,,,,2,,,,Membership for the time being is free as the group needs to grow and become established.,,,Tempe,Arizona,,Small,"33_ 24' 20"", -111_ 55' 0""",,,,,,,,,,, Arizona
Makerspace.com,,USA,Gears 2 Robots Tech Academy,USA,"Temecula, California","Temecula, California", California,,Makerspace/Hackerspace,,,Gears 2 Robots Tech Academy,,,,-117.145,33.4896,,,,,,,,,,,,,,,,,,,,,,,,,,,"28780 Old Town Front St, Temecula, CA 92590, United States","33.4895936, -117.1451073",https://maps.gstatic.com/mapfiles/place_api/icons/school-71.png,9bb044e73f804932162c929255295983d89130f0,ChIJJdy30SZ_24ARyxdpiNshb6E,Gears 2 Robots,,,"[u'point_of_interest', u'establishment']", California
Makerspace.com,,USA,Creator Space,USA,"Temecula, CA","Temecula, CA", CA,,Makerspace/Hackerspace,,,Creator Space,,,,-117.17,33.5195,,,,,,,,,,,,,,,,,,,,,,,,,,,"41715 Enterprise Cir N # 206, Temecula, CA 92590, United States","33.5194502, -117.1702122",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,013749eba11a18b86b0c0dd7d5a18317613f7532,ChIJE-9AKyF-24ARZt-sJ5HQie4,D'Taos Corporation,,,"[u'finance', u'point_of_interest', u'establishment']", CA
Hackerspaces.org,,USA,ARC Labs,USA,TBA,"TBA, Pennsylvania", Pennsylvania,,Makerspace/Hackerspace,,,,,,,-77.8599,40.7982,,,,https://wiki.hackerspaces.org/ARC_Labs,building,,,,,40203,,,40181,3,,,,TBA,,,TBA,Pennsylvania,,TBA,,,"University Park, State College, PA 16801, United States","40.7982133, -77.8599084",https://maps.gstatic.com/mapfiles/place_api/icons/school-71.png,3c090f363862aadb9b9bdf37d5cd458337ae4575,ChIJkQJdfySmzokRaYLkVpuOPq0,Penn State University,,4.4,"[u'university', u'point_of_interest', u'establishment']", Pennsylvania
Instructables Competition list,,USA,The Sligh Operating Room,USA,"Tampa, Florida","Tampa, Florida", Florida,,"Makerspace/Hackerspace, Fab Lab",,Slighlibrary@gmail.com,http://sligh.mysdhc.org/teacher/1482newhouse/link,,,,-82.4572,27.9506,,,,,,,,,,,,,,,,,,,,,,,,,27.950575,,,,,,,,,,, Florida
Instructables Competition list,,USA,The Hive @ THPL (Tampa-Hillsborough Public Libraries),USA,"Tampa, FL","Tampa, FL", FL,,"Makerspace/Hackerspace, Fab Lab",,,http://www.hillsboroughcounty.org,,,,-82.4624,27.9509,,,,,,,,,,,,,,,,,,,,,,,,,,,"900 N Ashley Dr, Tampa, FL 33602, United States","27.950868, -82.462354",https://maps.gstatic.com/mapfiles/place_api/icons/school-71.png,1306e106e16d30288ef5acad9bf370be33e9cd0e,ChIJA7RMT4jEwogRgrBPYkkfnuY,Tampa-Hillsborough County Public Library,,,"[u'library', u'point_of_interest', u'establishment']", FL
Instructables Competition list,,USA,Berkeley Prep,USA,"Tampa, fl","Tampa, fl", fl,,"Makerspace/Hackerspace, Fab Lab",,,Berkeleyprep.org,,,,-82.5633,27.9899,,,,,,,,,,,,,,,,,,,,,,,,,,,"4811 Kelly Rd, Tampa, FL 33615, United States","27.9899394, -82.5632917",https://maps.gstatic.com/mapfiles/place_api/icons/school-71.png,1d5c1ccdd7ca3bca018afafc823c0d9685ceffd6,ChIJsbZUrOPpwogRmsC_wi1r-Pg,Berkeley Preparatory School,,4.6,"[u'school', u'point_of_interest', u'establishment']", fl
Instructables Competition list,,USA,Computer Clubhouse of Tacoma,USA,"Tampa, FL","Tampa, FL", FL,,"Makerspace/Hackerspace, Fab Lab",,,www.clubhouse253.wordpres.com,,,,-82.4572,27.9506,,,,,,,,,,,,,,,,,,,,,,,,,27.950575,,,,,,,,,,, FL
Hackerspaces.org,,USA,xlabs,USA,Tampa,"Tampa, Florida", Florida,"http://www.youtube.com/watch?v=HvsadW7rOEghttp://www.youtube.com/watch?v=r1FjgTAWKmwhttp://www.youtube.com/watch?v=W5t6nzx3nNc",Makerspace/Hackerspace,,jjregist@gmail.com,http://www.xlabs-usf.com,,http://www.facebook.com/group.php?gid=34448572723&v=wall,,-82.4153,28.0592,,,,https://wiki.hackerspaces.org/Www.xlabs-usf.com,active,,,,http://groups.google.com/group/x-labs-members-email,40944,,,38899,18 Students/Staff,,,,"Free, University Backed",,,Tampa,Florida,,,"28_ 3' 33"", -82_ 24' 55""",,"4202 E Fowler Ave, Tampa, FL 33620, United States","28.0587031, -82.4138539",https://maps.gstatic.com/mapfiles/place_api/icons/school-71.png,0262db0a26b1212d128047893a669056df64ec4d,ChIJ0__Gw77HwogRapBRXB509LE,University of South Florida,,4.4,"[u'university', u'point_of_interest', u'establishment']", Florida
Hackerspaces.org,,USA,ToTally Fab Lab,USA,"Tallahassee, Florida","Tallahassee, Florida", Florida,"This group is currently in the planning phase.  We have incorporated, elected our initial officers and are working on finding space, developing membership and collecting the funds to move forward.  General meetings are currently held every other week; on Wednesdays at 6PM.  Until we have our own space, meeting locations vary.  Check the website for details on the next meeting.",Makerspace/Hackerspace,,,http://www.totallyfablab.com,,,,-84.2807,30.4383,,,,https://wiki.hackerspaces.org/ToTally_Fab_Lab,planned,,,,,41204,,,40954,20,,,,"Membership requirements, including fees, are currently under discussion.",,,Tallahassee,Florida,,,30.438256,,,,,,,,,,, Florida
Hackerspaces.org,,USA,TLHackerspace,USA,Tallahassee,"Tallahassee, Florida", Florida,"This is an active group working on finding space in Tallahassee.  The name of the group has been changed to Making_Awesome.  Please visit that page for current information on our group, membership information and directions to the space..",Makerspace/Hackerspace,,,,,,,-84.2937,30.4331,,,,https://wiki.hackerspaces.org/TLHackerspace,planned,,,,,41277,,,40923,12,,,,Let's start a hackerspace in Tallahassee.  We have smart people and lots of examples of cooperative projects.,,,Tallahassee,Florida,,,,,"1009 Commercial Dr, Tallahassee, FL 32310, United States","30.433148, -84.293729",https://maps.gstatic.com/mapfiles/place_api/icons/school-71.png,fd6df9c5ca3f360df97cc8ba7f61de5722d98783,ChIJudmDnRP17IgRdeHXRpls6ig,Making Awesome,,,"[u'point_of_interest', u'establishment']", Florida
Makerspace.com,,USA,SALT Makerspace,USA,"Syracuse, NY","Syracuse, NY", NY,,Makerspace/Hackerspace,,,SALT Makerspace,,,,-76.1609,43.0479,,,,,,,,,,,,,,,,,,,,,,,,,,,"509 W Fayette St, Syracuse, NY 13204, United States","43.047858, -76.1609419",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,dd4e84a1fccf6f25718c94119f355dbee9256942,ChIJxbGI_MPz2YkR8U5g4CdaQzc,"Delavan Center, Inc.",,,"[u'point_of_interest', u'establishment']", NY
Instructables Competition list,,USA,Cicero Maker Club/Northern Onondaga Public Library @ Cicero,USA,"Syracuse, NY","Syracuse, NY", NY,,"Makerspace/Hackerspace, Fab Lab",,,https://diy.org/cicerodiy/projects and https://www.flickr.com/photos/116796527@N06/  ,,,,-76.1272,43.1906,,,,,,,,,,,,,,,,,,,,,,,,,,,"8686 Knowledge Ln, Cicero, NY 13039, United States","43.190584, -76.127202",https://maps.gstatic.com/mapfiles/place_api/icons/school-71.png,e2751d490d3cc7b88d72e88a5ffec7fcf2122b54,ChIJDb7t63Tr2YkRERPXDJ8hpmk,NOPL at Cicero Library,,,"[u'library', u'point_of_interest', u'establishment']", NY
Hackerspaces.org,,USA,North West Valley TechLab,USA,"Surprise, Arizona","Surprise, Arizona", Arizona,Just trying to get started,Makerspace/Hackerspace,,info@nwvtechlab.org,http://www.nwvtechlab.org,,,,-112.368,33.6292,,,,https://wiki.hackerspaces.org/North_West_Valley_TechLab,planned,,,,,41750,"""not at this time"" is not in the list of possible values (yes, no, maybe) for this property.",,41752,1,,,,Don't know yet,,no,Surprise,Arizona,,none,33.629234,,,,,,,,,,, Arizona
Hackerspaces.org,,USA,BioCurious,USA,Sunnyvale,"Sunnyvale, California", California,"The Bay Area is home to many networks that help entrepreneurs launch web businesses with a shoestring budget and a dream. Similar support infrastructure does not yet exist for biotech ventures. Until recently, biotech has required large start up costs. An ecosystem of mentorship and a network of investors who understand the possibilities for lean-biotech-start ups to leverage shared resources and amplify their creative efforts to have disproportionate commercial impact, is urgently needed. BioCurious will catalyze the formation of this system.",Makerspace/Hackerspace,,info@biocurious.org,http://www.biocurious.org,,http://www.facebook.com/biocurious,,-122.008,37.3839,,,,https://wiki.hackerspaces.org/BioCurious,active,http://www.flickr.com/photos/biocuriouslab/,,,biocurious@googlegroups.com,40726,,,40179,190,,@biocuriouslab,,To be determined USD,,,Sunnyvale,California,,2400ft™_,"37_ 23' 2"", -122_ 0' 29""",,"845 Stewart Dr, Sunnyvale, CA 94085, United States","37.384266, -122.007737",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,cc7e6a5b0088b82cc8b17bc40a9bf235e908d999,ChIJVZoUQTy2j4ARdMujRER6jUw,BioCurious,,,"[u'point_of_interest', u'establishment']", California
Makerspace.com,,USA,SCES Makerspace,USA,"Sunapee, NH","Sunapee, NH", NH,,Makerspace/Hackerspace,,,SCES Makerspace,,,,-72.0879,43.3876,,,,,,,,,,,,,,,,,,,,,,,,,43.387575,,,,,,,,,,, NH
Instructables Competition list,,USA,Berkeley County Library System,USA,"Summerville, SC","Summerville, SC", SC,,"Makerspace/Hackerspace, Fab Lab",,,www.bcls.sc.gov,,,,-80.1214,33.0303,,,,,,,,,,,,,,,,,,,,,,,,,,,"595 Sangaree Pkwy, Summerville, SC 29483, United States","33.0303045, -80.1213854",https://maps.gstatic.com/mapfiles/place_api/icons/school-71.png,4dc5a09eafffcd85024ac595b690b3c0d9988a1d,ChIJ0WcWRMeK_ogRpfQ1P0FskS0,Berkeley County Library,,,"[u'library', u'point_of_interest', u'establishment']", SC
Hackerspaces.org,,USA,Sector67,USA,"Suite 102, 2100 Winnebago St, Madison, WI-53704, Madison","Madison, Wisconsin", Wisconsin,"Sector67 is a 501c3 non-profit organization - we offer tours every Friday from 1-7PM on the hour (1,2,3,4. . .).",Makerspace/Hackerspace,,team@sector67.org,http://sector67.org,608-241-4605,http://www.facebook.com/Sector67,,-89.3542,43.0939,,,,https://wiki.hackerspaces.org/Sector67,active,http://www.flickr.com/people/sector67/,http://www.youtube.com/sector67madison,http://www.ustream.tv/channel/sector67,http://www.sector67.org/subscribe.php,42278,maybe,freenode #sector67,40247,80+,,http://twitter.com/sector67,,"[""$200/month 7'x7' office space\n$100/month full time membership rate\n$50/month starving hacker (full-time student) rate\n$25/month for high school students (parent or guardian must attend with anyone under 18)\nWe also host co-working for $30/month (no key or tool use)"", 'Class costs are typically $20/hour - members receive discounted rates",,maybe,Madison,Wisconsin,,8508 ft™_,"43_ 5' 38"", -89_ 21' 15""",,"2100 Winnebago St, Madison, WI 53704, United States","43.0939653, -89.3545327",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,707d8f6584835b032e59e2ffe3943702577e9aea,ChIJ1TLXEodTBogRUToGNjgQl-0,Sector67,,4.6,"[u'point_of_interest', u'establishment']", Wisconsin
Hackerspaces.org,,USA,Splat Space,USA,"Suite 003, 331 W. Main St, NC-27701, Durham","Durham, North Carolina", North Carolina,,Makerspace/Hackerspace,,info@splatspace.org,http://splatspace.org,919-704-HACK,,,-78.9033,35.9961,"Drill Press, Lathe, 3D Printer, Lasercutter, CNC",,,https://wiki.hackerspaces.org/Splat_Space,active,http://www.flickr.com/photos/splatspace,,http://www.ustream.tv/channel/splat-space,http://groups.google.com/group/durham-makerspace,41985,,trihack on freenode,40422,~50,http://wiki.splatspace.org,@splat_space,,"$50/month for full membership (24/7 access)$35/month for full membership (student rate)$20/month for associate membership",,,Durham,North Carolina,,1100 sq ft,"35_ 59' 46"", -78_ 54' 12""",,"800 N Mangum St, Durham, NC 27701, United States","36.0014935, -78.8948295",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,4f762b3ba56d061d44ad6ea423dee16b584f6815,ChIJ_Un8fW3krIkRbcDwa5D0wIQ,Splat Space,,,"[u'point_of_interest', u'establishment']", North Carolina
Instructables Competition list,,USA,Suffolk Public Library,USA,"Suffolk, VA","Suffolk, VA", VA,,"Makerspace/Hackerspace, Fab Lab",,,www.suffolkpubliclibrary.com,,,,-76.5892,36.7294,,,,,,,,,,,,,,,,,,,,,,,,,,,"443 W Washington St, Suffolk, VA 23434, United States","36.729365, -76.5891512",https://maps.gstatic.com/mapfiles/place_api/icons/school-71.png,d20d55ed0c62c35cb5a0cd279f639fb7d1a9e803,ChIJXZHxnAwPsIkR_OFggYAA-Po,Morgan Memorial Library,,,"[u'library', u'point_of_interest', u'establishment']", VA
Makerspace.com,,USA,Staunton Makerspace,USA,"Staunton, va","Staunton, va", va,,Makerspace/Hackerspace,,,Staunton Makerspace,,,,-79.0762,38.1463,,,,,,,,,,,,,,,,,,,,,,,,,,,"222 S Washington St, Staunton, VA 24401, United States","38.1462519, -79.076186",https://maps.gstatic.com/mapfiles/place_api/icons/museum-71.png,788deb92fa0d405a33415b87b2b7984a9e050972,ChIJx0UCzpygtIkRDwuXxl2uTvI,Staunton Makerspace,,,"[u'museum', u'point_of_interest', u'establishment']", va
Hackerspaces.org,,USA,Make.SI,USA,Staten Island,"Staten Island, New York", New York,"We are a hacker/makerspace located in St. George, Staten Island. Our goal is to provide a welcoming, clean, usable space for members to work on projects, share ideas, and interact with like minded people. We offer a wide range of tools and equipment, including wood working tools, a 3D printer, and sewing machines. Current member projects include fixing up an old piano to light up with LED's when played, crochet amigurumi robots, and a fire breathing dragon puppet. Who knows what we will be working on next week! Come check us out. We are open to the public on Sundays @1pm and Thursdays @7pm.",Makerspace/Hackerspace,,,http://make.si,,https://www.facebook.com/MakeStatenIsland,,-74.0778,40.6378,,,,https://wiki.hackerspaces.org/Make.SI,active,,,,http://groups.google.com/group/make_si,41674,,irc://irc.freenode.net/#make.si,40925,,http://wiki.make.si,https://twitter.com/make_si,,"Full Member: $50/month. Full 24hr access to the space and storage space., Student Member: $25/month. Access with a full member present and storage space.",,,Staten Island,New York,,,"40_ 38' 16"", -74_ 4' 40""",,"450 Front St, Staten Island, NY 10304, United States","40.6262255, -74.0744625",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,9f919b81141ac9967e383895bc2a224716a3e308,ChIJb9cB9LRPwokRFqKEruWV7gM,Staten Island MakerSpace,,,"[u'general_contractor', u'store', u'point_of_interest', u'establishment']", New York
Hackerspaces.org,,USA,SVI Hackspace,USA,Stanford,"Stanford, California", California,,Makerspace/Hackerspace,,svi@svihackspace.com,http://www.svihackspace.com,,,,-122.174,37.4278,,,,https://wiki.hackerspaces.org/SVI_Hackspace,active,,,,,41390,,,,50+,,http://twitter.com/#!/SVI_Hackspace,,Free,,,Stanford,California,,,"37_ 25' 40"", -122_ 10' 26""",,,,,,,,,,, California
Instructables Competition list,,USA,Creative Experience,USA,"St. Louis, MO","St. Louis, MO", MO,,"Makerspace/Hackerspace, Fab Lab",,,http://www.slpl.org/slpl/library/cexp.asp,,,,-90.1995,38.6308,,,,,,,,,,,,,,,,,,,,,,,,,,,"1301 Olive St, St. Louis, MO 63103, United States","38.6307501, -90.1994973",https://maps.gstatic.com/mapfiles/place_api/icons/school-71.png,093b706898f551264760248976b5bcd8a9a00c14,ChIJxf9DCxaz2IcRBW91BDtzQrk,St. Louis Public Library,,4.3,"[u'library', u'point_of_interest', u'establishment']", MO
Makerspace.com,,USA,Idaho Art Lab,USA,"St. Anthony, Idaho","St. Anthony, Idaho", Idaho,,Makerspace/Hackerspace,,,Idaho Art Lab,,,,-111.694,43.9463,,,,,,,,,,,,,,,,,,,,,,,,,,,"2355 S Yellowstone Hwy, St Anthony, ID 83445, United States","43.9462607, -111.6939472",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,7d657182462edd098a23593fa1291f3ae835f32d,ChIJb8q7aqTwU1MR-6F1re9YqqM,The Idaho Art Lab,,,"[u'point_of_interest', u'establishment']", Idaho
Instructables Competition list,,USA,St Pete Makers,USA,"St Petersburg, Florida","St Petersburg, Florida, USA", Florida,,"Makerspace/Hackerspace, Fab Lab",,,www.stpetemakers.org,,,,-82.7518,27.8716,,,,,,,,,,,,,,,,,,,,,,,,,,,"8200 Bryan Dairy Rd #200, Seminole, FL 33777, United States","27.8716285, -82.7518438",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,b9a2d4b73f478b1c2ef99b3f7674e9aaff7aa11e,ChIJ0eY1vGrlwogRL_msCbwWdWk,St. Petersburg/Clearwater Area Convention & Visitors Bureau,,,"[u'travel_agency', u'local_government_office', u'point_of_interest', u'establishment']", Florida
Makerspace.com,,USA,417-DIY,USA,"Springfield, Missouri","Springfield, Missouri", Missouri,,Makerspace/Hackerspace,,,417-DIY,,,,-93.2669,37.2155,,,,,,,,,,,,,,,,,,,,,,,,,,,"1529 E Chestnut Expy, Springfield, MO 65802, United States","37.2154839, -93.266873",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,157f2a4be6958b686b5ec77b93f69e628f2a0821,ChIJA5qxyNBiz4cRFbqzu_zoZDU,417 DIY Automotive Bay Rental & Makers Space DIY,,,"[u'car_repair', u'point_of_interest', u'establishment']", Missouri
